Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
АВС ПРИНТ многопрофильная компания,0,,83512238558,, ,,,454007  Челябинск  Артиллерийская улица  дом 111
ЗЕРКАЛЬНЫЕ ГРАНИ торгово-производственная фирма,0,https://wa.me/79220108564,,79220108564, ,,,454008  Челябинск  Автодорожная улица  дом 5-Б
ТЕЛЕСПУТНИК,0,,83512632382,,www.uuc.ru,,,454091  Челябинск  Советская улица  дом 67
ВАШЕ ТВ,0,,83512452745,,www.vashetv.ru,,,454008  Челябинск  улица Куйбышева  дом 3
ДИВАН-ТВ,0,,83512177777,,www.chel.divan-tv.ru,,,454014  Челябинск  улица Ворошилова  дом 10
НАРОДНОЕ ТЕЛЕВИДЕНИЕ,0,,83517715004,, ,,,454091  Челябинск  улица Орджоникидзе  дом 41  пристрой
ВАШЕ ТВ,0,,83517715004,,,,,
БИЗНЕС ТЕЛЕКОМ телекоммуникационная компания,0,,88007758570,,бизнес-телеком.рф,,,454080  Челябинск  Тернопольская улица  дом 6
Триколортв 74,0,,83512009563,,,,,Челябинск  Бахчисарайская улица  дом 31
Триколор ТВ,0,,83512009645,,,,,Челябинск  улица Молодогвардейцев  дом 15-а
ДОМ.RU,0,,83512197465,,chel.domru.ru,http://vk.com/domru_ru,,454047  Челябинск  улица Сталеваров  дом 5
ДОМ.RU,0,,83512197465,,chel.domru.ru,http://vk.com/domru_ru,,454078  Челябинск  улица Гагарина  дом 38
РОСТЕЛЕКОМ ДЛЯ ДОМА,0,,88002002022,, ,http://vk.com/rostelecom.ural,,454091  Челябинск  улица Цвиллинга  дом 10
РОСТЕЛЕКОМ ДЛЯ ДОМА,0,,88002002022,, ,http://vk.com/rostelecom.ural,,454052  Челябинск  Черкасская улица  дом 5
РОСТЕЛЕКОМ ДЛЯ ДОМА,0,,88002002022,, ,http://vk.com/rostelecom.ural,,454014  Челябинск  Комсомольский проспект  дом 55
РОСТЕЛЕКОМ ДЛЯ ДОМА,0,,88002002022,, ,http://vk.com/rostelecom.ural,,454080  Челябинск  улица Воровского  дом 6
ФАТЕЕВСКОЕ КЛАДБИЩЕ,0,,83512701336,,,,,454012  Челябинск  Копейское шоссе  дом 2/1
УСПЕНСКОЕ КЛАДБИЩЕ,0,https://wa.me/79124011125,,79124011125,,,,Челябинск  Свердловский тракт  дом 14-а
СУХОМЕСОВСКОЕ КЛАДБИЩЕ,0,https://wa.me/79124010829,,79124010829, ,,,Челябинск  Сухомесовская улица  дом 27/1
МАХМУТОВСКОЕ КЛАДБИЩЕ,0,https://wa.me/79127939952,,79127939952,,,,454021  Челябинск  проспект Победы  дом 398-а
НОВОСИНЕГЛАЗОВСКОЕ КЛАДБИЩЕ,0,https://wa.me/79630868427,,79630868427,,,,Челябинск  Железнодорожная улица  дом 159/1
ПОКРОВСКОЕ КЛАДБИЩЕ,0,https://wa.me/79123065854,,79123065854,,,,Челябинск  Северо-Восточная улица  дом 1/1
СОСНОВСКОЕ КЛАДБИЩЕ,0,https://wa.me/79514719822,,79514719822,,,,454010  Челябинск
ШЕРШНЁВСКОЕ КЛАДБИЩЕ,0,,83519082787,,,,,454010  Челябинск
ПРЕОБРАЖЕНСКОЕ КЛАДБИЩЕ,0,,83512317456,,izgotovleniepamyatnikov.ru,,,456512  Челябинская область  Сосновский район  поселок Красное Поле  дом 1
МИТРОФАНОВСКОЕ КЛАДБИЩЕ,0,https://wa.me/79124010819,,79124010819,,,,454087  Челябинск  улица Уфимские каменные карьеры  дом 36/1
ГРАДСКОЕ КЛАДБИЩЕ,0,https://wa.me/79123065917,,79123065917,,,,454021  Челябинск  Городская улица  дом 70/1
НОВОКАЗАНСКОЕ КЛАДБИЩЕ,0,,83512352702,,,,,Челябинская область  Сосновский район  деревня Казанцево  улица Ворошилова  дом 56  строение 1
ФЕДОРОВКА,0,https://wa.me/79507367230,,79507367230,,,,Челябинская область  Красноармейский район  поселок Береговой  Образцовая улица  дом 12
НАСЫРОВ мастерская по изготовлению ключей,0,https://wa.me/79823624460,,79823624460,,,,454048  Челябинск  Черкасская улица  дом 15
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79080871677,,79080871677,,,,454091  Челябинск  улица Цвиллинга  дом 38
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79514843736,,79514843736, ,,,454048  Челябинск  улица Доватора  дом 24/1
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ сумок и изготовлению ключей,0,https://wa.me/79514489805,,79514489805,,,,454031  Челябинск  улица Жукова  дом 37
KEYCOPY.PRO сеть мастерских по изготовлению ключей,0,https://wa.me/79000233315,,79000233315,Keycopy74.ru,,,454008  Челябинск  Черкасская улица  дом 23
МАСТЕРСКАЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ ИП Журина Т.В.,0,https://wa.me/79128085152,,79128085152,vk.com/shoe_repair_network,http://vk.com/shoe_repair_network,,454091  Челябинск  улица Орджоникидзе  дом 33
KEYCOPY.PRO сеть мастерских по изготовлению ключей,0,,83512488030,,Keycopy74.ru,,,454091  Челябинск  площадь Революции  дом 1/1
КОМПАНИЯ ПО РЕМОНТУ ОБУВИ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79951051600,,79951051600,,,,454076  Челябинск  улица Бейвеля  дом 50
АВТОКЛЮЧ 74 мастерская по изготовлению и восстановлению автомобильных ключей,0,https://wa.me/79097458390,,79097458390, ,,,454081  Челябинск  улица Горького  дом 68/1
КОМПАНИЯ ПО РЕМОНТУ И ИЗГОТОВЛЕНИЮ КЛЮЧЕЙ,0,https://wa.me/79821037664,,79821037664,,,,454084  Челябинск  улица Кирова  дом 1/1
АКАДЕМИЯ сеть мастерских,0,https://wa.me/79193336066,,79193336066,vip-academy74.ru,,,454904  Челябинск  Челябинская улица  дом 5  ТЦ Меркурий
ВИНТ СЕРВИС фирма,0,,83512481313,, ,,,454014  Челябинск  Комсомольский проспект  дом 64
ДОМ БЫТА,0,https://wa.me/79080537144,,79080537144,,,,454001  Челябинск  улица 40 лет Победы  дом 37  цокольный этаж
ЦЕНТР БЫТОВЫХ УСЛУГ,0,,83512302262,,,https://vk.com/bottini_shoes,,454091  Челябинск  проспект Ленина  дом 38
СЕРВИС КЛЮЧ центр бытовых услуг,0,https://wa.me/79323009804,,79323009804,,,,454021  Челябинск  Рязанская улица  дом 12  цокольный этаж
ЦЕНТР БЫТОВЫХ УСЛУГ,0,,83512302262,,,,,454091  Челябинск  улица Тимирязева  дом 21
РЕМОНТНАЯ МАСТЕРСКАЯ,0,https://wa.me/79220160102,,79220160102,,,,454091  Челябинск  улица Степана Разина  дом 8
КЛИНКОВ химчистка ковров,0,,83512207793,,klinkov74.ru,http://vk.com/klinkov74,,454081  Челябинск  улица Попова  дом 3
ЧИСТЫЙ ВОРС компания,0,,83517000616,,xn--74-dlcxf5aoeef6cvc.xn--p1ai,,,454048  Челябинск  Черкасская улица  дом 15
ЧИСТЫЙ ВОРС компания,0,,83517000616,,xn--74-dlcxf5aoeef6cvc.xn--p1ai,,,454082  Челябинск  Троицкий тракт  дом 76
ДРИМ ГРУПП-ЧЕЛЯБИНСК клининговая компания,0,https://wa.me/79123017469,,79123017469, ,,,454085  Челябинск  1 Пятилетки улица  дом 9  3 офис
АКВА-КЛИНИНГ компания,0,,83512230378,,,,,454008  Челябинск  Производственная улица  дом 8-б  215 офис
ХИМЧИСТКА № 1,0,https://wa.me/79320159208,,79320159208, ,https://vk.com/bez5en,,454111  Челябинск  улица Ширшова  дом 11-в
АЛЕКС,0,https://wa.me/79518051480,,79518051480,,,,454021  Челябинск  Комсомольский проспект  дом 101  12 офис  1 этаж
ХИМЧИСТКА № 1 химчистка ковров,0,,83512483250,,trudservise.ru,https://vk.com/bez5en,,454074  Челябинск  Сормовская улица  дом 30-а
ЧИСТОМАНИЯ74 химчистка,0,https://wa.me/79507372723,,79507372723,vk.com/bez5en,https://vk.com/bez5en,,454084  Челябинск  проспект Победы  дом 160-в
ИЗУМРУД-КЛИНИНГ клининговая компания,0,https://wa.me/79049329242,,79049329242,,,,454006  Челябинск  Российская улица  дом 67
"""SERGEYS CLEANING клининговая компания""",0,https://wa.me/79322328868,,79322328868,,,,454021  Челябинск  улица Бейвеля  дом 14
МИК-КЛИНИНГ клининговая компания,0,,83512488892,, ,http://vk.com/mikcleaning,,454080  Челябинск  улица Сони Кривой  дом 32
КЛИН-КЛИН клининговая компания,0,,83512503366,, ,http://vk.com/kliniklin,,454080  Челябинск  улица Володарского  дом 50-а
МЯТА клининговая компания,0,,83512233367,, ,http://vk.com/mintfresh.today,,454004  Челябинск  Университетская набережная  дом 80
ЛЕДИ БАГ клининговая компания,0,https://wa.me/79634759729,,79634759729, ,http://vk.com/id509071864,,454085  Челябинск  Моховая улица  дом 7
ЧИСТИМ 74 компания,0,,83517762316,, ,http://vk.com/chistim174  https://vk.com/bez5en,,454085  Челябинск  улица Кулибина  дом 5/1
МИГ клининговая компания,0,,83517009004,,www.mig-klining.ru,,,454020  Челябинск  улица Курчатова  дом 23-б
Ителье,0,https://wa.me/79080695464,,79080695464,,,,Челябинск  Копейское шоссе  дом 64
Арт-ателье,0,https://wa.me/79507331026,,79507331026,,,,Челябинск  улица Елькина  дом 63
Ателье,0,https://wa.me/79043067436,,79043067436,,,,454112  Челябинск  улица Чайковского  дом 20-б
Мастерская по ремонту обуви и прочих изделий из кожи,0,https://wa.me/79525002815,,79525002815,,,,Челябинск  проспект Ленина  дом 27
Мастерская по ремонту обуви,0,https://wa.me/79514423321,,79514423321,,,,Челябинск  улица Зальцмана  дом 34
Лора ателье,0,,83512652727,,,,,Челябинск  улица Энгельса  дом 47-а
Стилиста Dani_Levskoy ателье,0,https://wa.me/79193122674,,79193122674,,,,Челябинск  улица Фёдорова  дом 1-а
Мастерская по ремонту обуви,0,https://wa.me/79085770567,,79085770567,,,,Челябинск  проспект Победы  дом 390-а
