Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
Мастерская по ремонту обуви и изготовлению ключей,0,https://wa.me/79095658616,,79095658616,,http://vk.com/vel_novgorod,,Великий Новгород  проспект Александра Корсунова  дом 40-а
Сплэндор  тпк,0,https://wa.me/79211952323,,79211952323,,,,173000  Великий Новгород  улица Михайлова  дом 2
Кузнечная мастерская Гефест,0,https://wa.me/79052903232,,79052903232, ,,,173013  Великий Новгород  Керамическая улица  дом 1-а
Земскова Л.А.  ип,0,,88162673923,,,,,Великий Новгород  Великая улица  дом 23
Металлоконструкции Лис,0,https://wa.me/79506843400,,79506843400,vk.com/vel_novgorod,http://vk.com/vel_novgorod,,Новгородская область  Новгородский район  поселок Панковка  Промышленная улица  дом 13
Металла  студия,0,,88162559270,,studio-metall.ru,http://vk.com/vel_novgorod,,Новгородская область  Новгородский район  поселок Панковка  Пионерская улица  дом 3
Металлист  производственная компания,0,,88162221146,, ,http://vk.com/vel_novgorod,,Великий Новгород  Великая улица  дом 20
Ботаник,0,,88162339968,,,,,Великий Новгород  улица Химиков  дом 17-а
Мастерская по ремонту обуви и изготовлению ключей,0,https://wa.me/79095658616,,79095658616,,http://vk.com/vel_novgorod,,Великий Новгород  Центральная улица  дом 8
ГОРНОСТАЙ  салон-ателье кожи и меха,0,,88162998333,, ,https://vk.com/erminefurs  http://vk.com/shuba53,,173000  Великий Новгород  улица Михайлова  дом 42
ВИЗИТ  ателье по ремонту кожи и меха,0,https://wa.me/79022835353,,79022835353,vk.com/vizit_53,http://vk.com/vizit_53,,173025  Великий Новгород  проспект Мира  дом 21  к1
PTASHKA  ателье,0,,88162605919,,,http://vk.com/sexl53  http://vk.com/poshivvn,,173007  Великий Новгород  Каберова-Власьевская улица  дом 22  12 офис  2 этаж  вход с торца
"""SEXL  дизайн-студия одежды""",0,https://wa.me/79062022662,,79062022662,vk.com/sexl53,http://vk.com/sexl53  http://vk.com/poshivvn,,173024  Великий Новгород  проспект Александра Корсунова  дом 28-а  305 офис  3 этаж
ШВЕЙНОЕ АТЕЛЬЕ НА ПСКОВСКОЙ  46,0,https://wa.me/79116435109,,79116435109,,,,173009  Великий Новгород  Псковская улица  дом 46
МИНИ-АТЕЛЬЕ ПО РЕМОНТУ И ПОШИВУ ОДЕЖДЫ НА ПРОСПЕКТЕ АЛЕКСАНДРА КОРСУНОВА  18,0,https://wa.me/79116118095,,79116118095,,http://vk.com/sezonatelier  http://vk.com/atelie_sveta,,173016  Великий Новгород  проспект Александра Корсунова  дом 18  35 секция  2 этаж  ТЦ Славянская Ярмарка
КАПРИЗ  магазин-ателье,0,,88162678625,,,http://vk.com/club_kodem  http://vk.com/colibri.studio,,173016  Великий Новгород  улица Ломоносова  дом 19
У СВЕТЛАНЫ  ателье по ремонту одежды,0,https://wa.me/79602020910,,79602020910,vk.com/atelie_sveta,http://vk.com/atelie_sveta  http://vk.com/sexl53,,173007  Великий Новгород  Прусская улица  дом 15  1 этаж
ЗИМА-ЛЕТО  салон-ателье,0,https://wa.me/79506814290,,79506814290,,http://vk.com/poshivvn  http://vk.com/sezonatelier,,173009  Великий Новгород  Речная улица  дом 1  вход со двора
АТЕЛЬЕ ПО РЕМОНТУ ОДЕЖДЫ,0,,88162552106,,,,,Великий Новгород  улица Ломоносова  дом 19
ДОМАШНЕЕ  ателье,0,https://wa.me/79022836235,,79022836235, ,http://vk.com/poshivvn,,173024  Великий Новгород  улица Свободы  дом 4
КОЛИБРИ  ателье,0,https://wa.me/79539001878,,79539001878,vk.com/colibri.studio,http://vk.com/colibri.studio,,173008  Великий Новгород  Большая Санкт-Петербургская улица  дом 130  24 секция  2 этаж  ТОЦ Феникс Сити
ЛЮДМИЛА  ателье,0,https://wa.me/79632403303,,79632403303,novcorset.ru,http://vk.com/poshivvn  http://vk.com/sezonatelier  http://vk.com/atelie_sveta,,173003  Великий Новгород  Большая Московская улица  дом 56/12
МОДНИЦА  ателье,0,https://wa.me/79517222374,,79517222374, ,http://vk.com/sezonatelier  http://vk.com/atelie_sveta,,173015  Великий Новгород  Волотовская улица  дом 8
ПОРТНИХА  ателье-химчистка,0,,88162607276,, ,https://vk.com/remkol53,,173003  Великий Новгород  Кооперативная улица  дом 2-а
ХРАБРЫЙ ПОРТНОЙ  швейное ателье,0,,88162600246,, ,http://vk.com/khrabriy_portnoy,,173009  Великий Новгород  Псковская улица  дом 46  1 этаж
ХРАБРЫЙ ПОРТНОЙ  швейное ателье,0,,88162600246,, ,http://vk.com/khrabriy_portnoy  http://vk.com/khrabriy_portnoy,,173024  Великий Новгород  улица Кочетова  дом 8  1 этаж
ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА  патолого-анатомическое отделение,0,,88162631620,, ,,,173020  Великий Новгород  улица Державина  дом 1
ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР  патолого-анатомическое отделение,0,,88162627069,,www.novonko.ru,,,173023  Великий Новгород  улица Ломоносова  дом 27
НОВГОРОДСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА  ГОБУЗ  патолого-анатомическое отделение,0,,88162628623,,,,,173008  Великий Новгород  улица Павла Левитта  дом 2  корпус 3
ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА  клиника № 2  патолого-анатомическое отделение,0,,88162777233,, ,,,173000  Великий Новгород  улица Яковлева  дом 18
НОВГОРОДСКОЕ БЮРО СУДЕБНО-МЕДИЦИНСКОЙ ЭКСПЕРТИЗЫ,0,,88162657382,, ,,,173024  Великий Новгород  проспект Александра Корсунова  дом 34  корпус 3
НП-СЕРВИС,0,,88162600570,,,,,173008  Великий Новгород  Сырковское шоссе  дом 4
ДАНИЛА-МАСТЕР,0,,88001005363,,velikynovgorod.danila-master.ru,https://vk.com/public62449099  https://vk.com/danila_pamyatniki,,173021  Великий Новгород  Нехинская улица  дом 26
ЭРНСТ ГРОСС  гранитная мастерская,0,https://wa.me/79082262508,,79082262508,grosskamen.ru,http://vk.com/borgranit,,174580  Новгородская область  Хвойная  улица Кремса  дом 4
СТОУН-ТЕХНО,0,,88162664126,, ,,,173000  Великий Новгород  Большая Московская улица  дом 38
КАРЕЛЬСКИЙ КАМЕНЬ  ПТФ,0,,88162558401,,,,,Новгородская область  Новгородский район  деревня Новая Мельница  дом 54
ИНТЕР-КАМЕНЬ,0,,88162678115,, ,,,173023  Великий Новгород  улица Ломоносова  дом 34
ИЗГОТОВЛЕНИЕ ПАМЯТНИКОВ  производственная фирма,0,https://wa.me/79116028589,,79116028589,,,,Новгородская область  Парфино  улица Мира  дом 74
СФИНКС  мастерская,0,https://wa.me/79116423222,,79116423222,,,,173501  Новгородская область  Новгородский район  деревня Трубичино  дом 107
НОВКАМЕНЬ  мастерская по изготовлению памятников,0,,88162600798,,,,,173004  Великий Новгород  улица Тимура Фрунзе-Оловянка  дом 12/3
ПАМЯТНИКИ ГРАНИТНЫЕ,0,,88162615733,,,,,173016  Великий Новгород  проспект Александра Корсунова  дом 14
Управление Сбережениями,0,,88005552233,, ,,,Великий Новгород  улица Розважа  дом 11/1
Гарант Премиум  ук,0,,88162551800,,garantpremium.ru,,,Великий Новгород  Дворцовая улица  дом 2/1
Уютный Дом  ук,0,,88162556444,, ,,,173004  Великий Новгород  Молотковская улица  дом 32
Жилищный центр  ук,0,,88162946053,, ,,,173014  Великий Новгород  Московская улица  дом 8
Новгород сити,0,,88162608819,, ,,,Великий Новгород  улица Зелинского  дом 26
