Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес
СЛУЖБА ПОДБОРА И КОЛЕРОВКИ АВТОЭМАЛИ  ИП Канцырев А.А.,0,,84852486236,,vk.com/avtokraskishop,http://vk.com/avtokraskishop,,150049  Ярославль  проспект Толбухина  дом 3  а
БИХЕМ  детейлинг-лаборатория,0,,84852950345,,bichem-avtomarket.ru,,,150044  Ярославль  улица Полушкина Роща  дом 17
СПЕЦЗАЩИТА  торговая компания,0,,84852587647,, ,,,150044  Ярославль  улица Полушкина Роща  дом 16  лит ВЛ
МВМ ГРУПП,0,https://wa.me/79622124514,,79622124514,mvmgrupp.com,,,150047  Ярославль  Угличская улица  дом 39-в  литера В
1000 ЗАПЧАСТЕЙ  сеть магазинов автозапчастей,0,,,,,,,
ТОТЕК-ЯРОСЛАВЛЬ,0,,84852931077,,totek76.ru,,,150044  Ярославль  Базовая улица  дом 2
АВТО-РР  автомагазин,0,,84852580482,, ,,,150003  Ярославль  Полушкина Роща улица  дом 5-а
АВТОМАСТЕР  торговая компания,0,,84852450305,, ,,,150002  Ярославль  Большая Федоровская улица  дом 96
АВТОРЕСУРС  оптовая компания,0,,84852457686,, ,,,150049  Ярославль  Магистральная улица  дом 14
АГРЕМАН  оптово-розничная компания,0,,84852481160,, ,,,150046  Ярославль  улица Большие Полянки  дом 7
АНТЕЙ-2000  производственно-торговая компания,0,,84852739754,, ,,,150044  Ярославль  улица Полушкина Роща  дом 16-К
ГАЛБИ  оптовая компания,0,,84852307477,, ,,,150000  Ярославль  Которосльная набережная  дом 44
ЕВРОПРОЕКТ-ЯРОСЛАВЛЬ  торговая компания,0,,84852252937,, ,,,150054  Ярославль  Октября проспект  дом 73
АВТОШКОЛА 76,0,,84852252937,,,,,
СВЕТОФОР  автошкола,0,,84852681616,,xn---76-5cdal0dizb5bze.xn--p1ai,http://vk.com/avtoschola_yaroslavl,,150030  Ярославль  улица Гоголя  дом 2
СВЕТОФОР  автошкола,0,,84852681616,,xn---76-5cdal0dizb5bze.xn--p1ai,http://vk.com/avtoschola_yaroslavl,,150048  Ярославль  улица Гончарова  дом 30
СВЕТОФОР  автошкола,0,,84852681616,, ,http://vk.com/avtoschola_yaroslavl,,150014  Ярославль  улица Победы  дом 43
АЗБУКА ВОЖДЕНИЯ  автошкола,0,,84852336668,, ,http://vk.com/azbuka_vozhdeniya76,,150040  Ярославль  проспект Ленина  дом 31
ЛИДЕРАВТО  Автошкола,0,,84852990949,, ,http://vk.com/lideravto76,,150047  Ярославль  улица Чкалова  дом 17-Б
МАСТЕР  автошкола,0,,84852700008,,avtoshkolamaster.tilda.ws,,,150000  Ярославль  улица Чайковского  дом 40-а
ТРИУМФ  автошкола,0,,84852332222,, ,,,150000  Ярославль  Комсомольская улица  дом 18
АВТО-М  автошкола,0,,84852927212,, ,,,150052  Ярославль  Ленинградский проспект  дом 63
TURBODRIVE,0,,84852609886,,ярославль-автошкола.рф,,,150054  Ярославль  улица Чкалова  дом 2  офис 312
АВТОМАГИСТРАЛЬ  автошкола,0,,84852924957,, ,,,150003  Ярославль  Республиканская улица  дом 3  корпус 7
АВТОКЛАСС  автошкола,0,,84852930366,, ,,,150051  Ярославль  улица Серго Орджоникидзе  дом 4-б
АВТОЛЮБИТЕЛЬ  автошкола,0,,84852339333,,автошколаярославль.рф,,,150003  Ярославль  проспект Ленина  дом 8-а
АВТОПИЛОТ  автошкола,0,,84852939040,, ,,,150047  Ярославль  Кудрявцева улица  дом 26
АВТОШКОЛА  МосАП,0,,84852581576,, ,,,150044  Ярославль  Промышленная улица  дом 1  строение 6
АВТОШКОЛА  ЯГТУ  Ярославский государственный технический университет,0,,84852440707,,www.ystu.ru,,,150023  Ярославль  Московский проспект  дом 88
ВОА  автошкола,0,,84852736100,, ,http://vk.com/club67745289,,150044  Ярославль  проспект Октября  дом 91
АвтоГид,0,,84852957464,, ,,,Ярославль  Вспольинское Поле улица  дом 2
Марс 76,0,,84852283411,,,,,Ярославль  Ленинградский проспект  дом 32
ЯрОблШинСклад,0,https://wa.me/79108277977,,79108277977,shina7.ru,,,Ярославская область  Ярославский район  поселок Кузнечиха  Индустриальная улица  дом 7
Радио электротовары,0,,84852904979,,,,,Ярославль  улица Свободы  дом 63
ПРОМГРАД  научно-производственное объединение,0,https://wa.me/79610258387,,79610258387,,,,150008  Ярославль  Тепловой переулок  дом 16  а
СОЛАМИР  завод дорожных конструкций,0,,84852662698,,solamir.ru,,,150043  Ярославль  улица Жукова  дом 21  а
ХИММОНТАЖ  строительно-сервисная компания,0,,84852674197,,www.himmontazh.info,,,150046  Ярославль  улица Гагарина  дом 14
ПЕСКОСТРУЙНАЯ ОБРАБОТКА,0,https://wa.me/79159632700,,79159632700, ,,,150044  Ярославль  Ленинградский проспект  дом 35
АНКОРПРОМ,0,,84852564000,,ankorprom.ru,,,150044  Ярославль  проспект Октября  дом 91-а
НОВЫЙ ВИД,0,,84852663360,, ,,,150049  Ярославль  Магистральная улица  дом 36  1 этаж
ГЧС - СЕРВИС,0,https://wa.me/79806589496,,79806589496, ,,,150042  Ярославль  Тутаевское шоссе  дом 2
АРХИМЕД,0,https://wa.me/79201178562,,79201178562,perekop-serega.wixsite.com,,,150049  Ярославль  Магистральная улица  дом 32
ЯРНЕФТЕГАЗ,0,,88002502104,,yaroslavlgaz.ru,,,150023  Ярославль  улица Гагарина  дом 52
КАРУСЕЛЬ  проектно-строительная организация,0,https://wa.me/79051328757,,79051328757, ,,,150001  Ярославль  Малая Пролетарская улица  дом 18-а  252 офис  2 этаж
АМК-СИСТЕМА,0,https://wa.me/79201409666,,79201409666,www.amk-angar.ru,,,150000  Ярославль  улица Свободы  дом 19
АРХИМЕДУС  архитектурно-строительная компания,0,,84852924291,,archimedus.ru,,,150040  Ярославль  проспект Ленина  дом 27  207 офис
ВОЛЖСКАЯ ДУБРАВА  дачное некоммерческое партнерство,0,,84852941394,,www.dubrava.org,,,150040  Ярославль  улица Чайковского  дом 62  22 офис
ЗЕЛЕНЫЙ КВАРТАЛ  строительная компания,0,,84852648560,, ,,,150003  Ярославль  Республиканская улица  дом 13  7 офис
КОМФОРТСТРОЙ,0,,84852260061,, ,,,150044  Ярославль  Базовая улица  дом 2  406 офис
ТЕПЛЫЙ ДОМ  производственно-строительная компания,0,,84852269055,, ,,,150049  Ярославль  улица Лисицына  дом 5  212 офис  2 этаж
РУССИП-ТРЕЙД,0,,84852684307,,russip-rus.ru,,,150014  Ярославль  улица Богдановича  дом 6-а  416 офис
ТЕРЕМ  строительная компания,0,,84852928958,, ,,,150054  Ярославль  улица Чехова  дом 2  257 офис  2 этаж
ГАРАЖСТРОЙ  строительная компания,0,,88005002327,,www.garage-stroy.ru,,,150048  Ярославль  Московский проспект  дом 64-а
РУССКИЙ ЛЕС  торгово-производственная компания,0,,84852436666,, ,,,150518  Ярославль  Машиностроителей проспект  дом 81  строение 2
СТРОЙКАПИТАЛ  строительно-монтажная компания,0,,84852773993,, ,,,150007  Ярославль  Урочская улица  дом 17  312 офис  3 этаж
СТРОЙ ДОМ  строительная компания,0,,84852683551,, ,,,150040  Ярославль  проспект Октября  дом 28-а  16 офис
СТРОЙ АРТЕЛЬ,0,,84852550635,,stroy-artel.com,,,150042  Ярославль  Тутаевское шоссе  дом 54
ШИННИК,0,,84852552904,,,,,150044  Ярославль  Ленинградский проспект  дом 25-а
НЕФТЕХИМСЕРВИС,0,,84852548375,,gsknagromova.jimdo.com,,,150052  Ярославль  улица Громова  дом 1  а
ОМЕГА-2,0,,84852569131,,,,,150052  Ярославль  улица Громова  дом 1
ЛУЧ-12,0,https://wa.me/79610272761,,79610272761,,,,150060  Ярославль  Ленинградский проспект  дом 121
КОММУНАЛЬЩИК,0,,84852328765,,,,,150049  Ярославль  Магистральная улица  дом 3
ВИАДУК  гаражный кооператив,0,,84852259645,,,,,150054  Ярославль  проспект Октября  дом 73
ДИЗЕЛЬСТРОЙ  гаражный кооператив,0,,84852274226,,,,,150064  Ярославль  Строителей улица  дом 20
ЦЕНТРАЛЬНЫЙ  гаражно-строительный кооператив,0,,84852329490,,,,,150049  Ярославль  улица Городской Вал  дом 2
