Наименование,ИНН,WhatsApp,Телефон (офис),Телефон (мобильный),Сайт,VK,Email,Адрес,,
ЧИСТО ЛУЧИСТО,0,,88312340993,, ,,,603094  Нижний Новгород  улица Энгельса  дом 7,,
КАПЛЯ  выездная химчистка мебели,0,https://wa.me/79159551001,,79159551001,himchistka-kaplya-nn.ru,https://vk.com/himchistka_kaplya_nn,,603053  Нижний Новгород  проспект Бусыгина  дом 9,,
Мари Де Франс,0,,88312965938,,www.himchistka-maria.com,https://vk.com/cleanm,,"603000  Нижний Новгород  Московское шоссе  дом 12  ТРЦ ""Рио""",,
АКВАХИМ  сеть приёмных пунктов,0,,88312965938,,,,,,,
СРОЧНАЯ ХИМЧИСТКА,0,,88314134913,, ,,,603155  Нижний Новгород  улица Красная Слобода  дом 9,,
ЧИСТАЯ ПЛАНЕТА,0,https://wa.me/79018001000,,79018001000, ,,,603000  Нижний Новгород  Ильинская улица  дом 29  офис 3,,
ИП ЕЛИСЕЕВА З.Д.,0,,,,,,,,,
ЗОЛОТОЕ ПЁРЫШКО,0,https://wa.me/79087608693,,79087608693, ,,,603014  Нижний Новгород  улица Страж Революции  дом 15  офис 111,,
BLEU DE FRANCE,0,,88312965938,,,,,"603014  Нижний Новгород  улица Коминтерна  дом 11  гипермаркет ""НАШ""",,
АКВАХИМ  химчистка  область,0,,88312965938,,,,,,,
ИП ПЕРФИЛОВА И.И.,0,,88312576246,,,,,603004  Нижний Новгород  проспект Ленина  дом 127,,
LAGOON DE LUXE,0,,88312576246,,,,,,,
SPA-ХИМЧИСТКА,0,,88312576246,,,,,,,
Химчистка в Нижнем Новгороде,0,,88312727515,,him4isto.ru,,,603081  Нижний Новгород  проспект Гагарина  дом 90,,
МАСТЕР CLEEN  химчистка салона авто,0,https://wa.me/79026861905,,79026861905,vk.com/cleanm,https://vk.com/cleanm,,603105  Нижний Новгород  Ошарская улица  дом 83,,
ВЕНТА-НН  сеть немецких химчисток,0,,,,,http://vk.com/euro_cleaning,,,,
Мастерская по ремонту бытовой техники,0,,88312913391,,www.gorauslug.com,,,603107  Нижний Новгород  проспект Гагарина  дом 178,,
ВРЕМЯ,0,,88312730799,, ,,,"603003  Нижний Новгород  улица Коминтерна  дом 117  ТЦ ""Муравей""",,
ИП ТРЕФИЛОВ А.К.,0,https://wa.me/79103812621,,79103812621,,,,603083  Нижний Новгород  улица Прыгунова  дом 7,,
МАСТЕРКЛЮЧ НН,0,,88314196701,, ,,,603005  Нижний Новгород  улица Минина  дом 14,,
ЛЕВША  мастерская,0,,88312772477,,,,,603116  Нижний Новгород  Гордеевская улица  дом 2-а,,
НИЖЕГОРОДСКИЙ МАСТЕР,0,,88312772477,,,http://vk.com/lavkapsheno,,,,
СЕТЬ МАСТЕРСКИХ ПО РЕМОНТУ ЧАСОВ,0,https://wa.me/79506043616,,79506043616,,,,603022  Нижний Новгород  улица Кулибина  дом 3-а  супермаркет Пятерочка,,
СЕТЬ МАСТЕРСКИХ,0,https://wa.me/79103942489,,79103942489,,,,603004  Нижний Новгород  проспект Октября  дом 2-а  1 этаж  Автозаводский универмаг,,
ЦЕНТРОКЛЮЧ  сеть мастерских,0,https://wa.me/79043956652,,79043956652,89043956652.blizko.ru,,,603000  Нижний Новгород  площадь Максима Горького  дом 6,,
КОМБИНАТ БЫТОВЫХ УСЛУГ,0,,88314143138,, ,,,603081  Нижний Новгород  улица Сурикова  дом 4  цокольный этаж,,
SERVISE-TIME  мастерская по ремонту часов,0,https://wa.me/79527704723,,79527704723,service-time.net,,,603136  Нижний Новгород  улица Ванеева  дом 11,,
СЕТЬ МАСТЕРСКИХ,0,https://wa.me/79103942489,,79103942489,,,,603034  Нижний Новгород  проспект Ленина  дом 33  1 этаж  ТРЦ Муравей,,
СЛУЖБА БЫТА,0,,88314101502,,,http://vk.com/nn_fotodoc,,603137  Нижний Новгород  улица Тропинина  дом 6,,
ЦЕНТРОКЛЮЧ  сеть мастерских,0,https://wa.me/79043956652,,79043956652,89043956652.blizko.ru,,,603003  Нижний Новгород  улица Коминтерна  дом 115  цокольный этаж  ТЦ Луч,,
МАСТЕРСКАЯ ПО РЕМОНТУ ЧАСОВ,0,,88314103376,,,https://vk.com/remontchasovnn,,603009  Нижний Новгород  Пятигорская улица  дом 4-а  1 этаж,,
МАСТЕРСКАЯ ПО РЕМОНТУ ЧАСОВ,0,https://wa.me/79051903335,,79051903335, ,,,603086  Нижний Новгород  Советская улица  дом 12  1 этаж  ТЦ Аврора  вход с пл. Ленина,,
МАСТЕРСКАЯ ПО РЕМОНТУ ЧАСОВ,0,https://wa.me/79023061622,,79023061622, ,https://vk.com/remontchasovnn,,603002  Нижний Новгород  площадь Революции  дом 9  5 этаж  ТЦ Республика,,
СЕТЬ МАСТЕРСКИХ ПО РЕМОНТУ ЧАСОВ,0,https://wa.me/79506043616,,79506043616,,,,603002  Нижний Новгород  улица Фильченкова  дом 10  1 этаж  ЦУМ,,
TESLUM  компания по установке  проектированию и продаже солнечных батарей,0,,88312199665,, ,http://vk.com/teslum_pv,,603070  Нижний Новгород  Мещерский бульвар  дом 3  корпус 1,,
ЭЛЕКТРОТЕХСЕРВИС-НН,0,,88314238444,,25087.potok.smbn.ru,,,603041  Нижний Новгород  улица Дегтярёва  дом 29,,
ЗАВОД СТАЛЬНЫХ КОНСТРУКЦИЙ,0,,88312199225,,zavsk.ru,,,603057  Нижний Новгород  улица Нартова  дом 6  корпус 6,,
АЛЬФА-НН  фирма,0,,88312660408,,,,,607635  Нижний Новгород  улица Центральная  дом 1  ст1,,
ЭЛЕКТРОМИКС,0,,88312784427,, ,,,603105  Нижний Новгород  улица Бориса Панина  дом 3-а  3-й эт.,,
ТЕХНЕЗИС,0,,88312795572,, ,,,603028  Нижний Новгород  Тихорецкая улица  дом 13,,
ПРОМЭНЕРГО,0,,88314343038,,www.promen52.ru,,,603000  Нижний Новгород  Большая Покровская улица  дом 48  3-й эт.,,
НИЖНОВЭНЕРГО  филиал,0,,88314319350,, ,,,603950  Нижний Новгород  Новая улица  дом 10,,
ТСТ  монтажная компания,0,,88312787583,, ,,,603024  Нижний Новгород  улица Невзоровых  дом 85,,
АВТОЗАВОДСКАЯ ТЭЦ,0,,88312430405,, ,,,603004  Нижний Новгород  проспект Ленина  дом 88  корпус 2,,
КРЕПКИЙ ДОМ,0,,88312917700,, ,,,603022  Нижний Новгород  Красносельская улица  дом 11-б,,
РУСЭНЕРГОСБЫТ,0,,88312917700,,,,,,,
ЭЛЕКТРОКОНСАЛТИНГ-НН,0,,88312889102,, ,,,603022  Нижний Новгород  улица Тимирязева  дом 43  помещение 5,,
НИПОМ,0,,88312889102,,,,,,,
ЭНЕРГОСЕРВИС,0,,88312481209,,,,,603014  Нижний Новгород  площадь Кольцова  дом 1,,
ЭНЕРГОСЕТЬПРОЕКТ-НН,0,,88312466990,, ,,,603086  Нижний Новгород  Мануфактурная улица  дом 14,,
ЭЛЕКТРОКОМ,0,,88312786124,, ,,,603104  Нижний Новгород  улица Нартова  дом 6  корпус 8,,
ОСНОВА  аудиторская компания,0,,88312160533,,,,,603029  Нижний Новгород  улица Усиевича  дом 4-а,,
ЭКСПЕРТ-НН,0,,88314342063,,,,,603000  Нижний Новгород  Гребешковский Откос  дом 7  оф.,,
ЭКОЛОГИЧЕСКИЕ СИСТЕМЫ  НПО,0,,88312463317,, ,,,603002  Нижний Новгород  Советская улица  дом 23  строение 2,,
Российское энергетическое агентство Минэнерго России,0,,88314331981,, ,,,603000  Нижний Новгород  Студёная улица  дом 8,,
ЭНЕРГОАУДИТ,0,,88312772955,, ,,,603116  Нижний Новгород  Тонкинская улица  дом 5,,
РЕГИОН-ЭНЕРГО  электроэнергетическая компания,0,,88312741939,,r-energonn.ru,,,603052  Нижний Новгород  Сормовское шоссе  дом 21  4 этаж,,
ИНТЕГРАТОР  торгово-сервисная компания,0,https://wa.me/79875310456,,79875310456,integrator.nethouse.ru,,,603053  Нижний Новгород  Шуваловский проезд  дом 3,,
ЭНЕРГОСЕРВИС  консалтинговая энергоресурсная компания,0,,88314152690,,www.energouslugi.ru,,,603101  Нижний Новгород  Молодёжный проспект  дом 31/2,,
ПРИВОЛЖСКОЕ ЭКСПЕРТНО-АНАЛИТИЧЕСКОЕ БЮРО,0,,88312200583,, ,,,603022  Нижний Новгород  улица Пушкина  дом 18  517а офис  5 этаж,,
ФИНЭКОНОМЭКСПЕРТИЗА  экспертная компания,0,https://wa.me/79107952704,,79107952704,,,,603005  Нижний Новгород  улица Минина  дом 3-а  4 офис  цокольный этаж,,
МОСРЕГИОНЭНЕРГО  ФГУ  Нижегородский филиал,0,,88314334125,,mosregionenergo.ru,,,603000  Нижний Новгород  Студёная улица  дом 8  315 офис  3 этаж,,
ЭКОНОРМ,0,,88314371614,,www.ekonorm.ru,,,603101  Нижний Новгород  улица Ватутина  дом 11  5 этаж,,
ЭНЕРГОКОМФОРТ  проектная компания,0,,88314334850,, ,,,603022  Нижний Новгород  Окский съезд  дом 2  504 офис  5 этаж,,
СТРОЙТЕХЭКСПЕРТИЗА  судебно-экспертное учреждение,0,https://wa.me/79103946308,,79103946308,,,,603163  Нижний Новгород  улица Бринского  дом 1,,
КАЛИТА  бюро экспертиз,0,https://wa.me/79107952704,,79107952704, ,,,603005  Нижний Новгород  улица Минина  дом 3-а  цокольный этаж,,
АЛЬТЕРНАТИВНЫЕ ТЕХНОЛОГИИ  проектно-монтажная компания,0,,88312161232,, ,,,603022  Нижний Новгород  улица Пушкина  дом 18  405 офис  4 этаж,,
ТЕХКРАНСЕРВИС  проектно-технический центр,0,https://wa.me/79108828207,,79108828207, ,,,603022  Нижний Новгород  Окский съезд  дом 4  414 офис,,
СПЕЦТРАНССТРОЙ,0,,88314130486,,www.miz-nn.ru,,,603001  Нижний Новгород  Рождественская улица  дом 39,,
ГАЗРЕГИОНСЕРВИС,0,,88314303107,, ,,,603022  Нижний Новгород  Окский съезд  дом 4  3-й эт.,,
ЭЛЕКТРОСЕТИ  ремонтная служба,0,,88314291340,, ,,,603101  Нижний Новгород  проспект Ильича  дом 32,,
НИЖНОВЭНЕРГО  филиал,0,,88314319350,, ,,,603950  Нижний Новгород  Новая улица  дом 10,,
Аварийно-диспетчерская служба,0,,88314319350,,,,,,,
ТЕПЛОЭНЕРГО,0,,88314319350,,,,,,,
КОММУНАЛЬНИК,0,,88314175490,, ,,,603105  Нижний Новгород  Салганская улица  дом 6,,
ЭНЕРГОСЕРВИСПРОМАВТОМАТИКА,0,,88314210930,, ,,,603024  Нижний Новгород  улица Дунаева  дом 10,,
